"Waterbody";"matrix";"substance";"Type";"CR";"Units";"Response";"ConfThresh";"ConfAcc";"Datatype";"ConfTemp";"Area_km2";"Grids";"GridsAssessed";"Stations";"ConfSpatial";"ConfMethod"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.07;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;1;8;"L";"M"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";2.31;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;34;35;"H";"H"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.98;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;35;25;"H";"H"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.71;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;39;7;"L";"M"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";9.26;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;11;43;"H";"L"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.4;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;38;7;"L";"M"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.69;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;37;12;"M";"M"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";3.13;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;40;17;"L";"L"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;7;30;"L";"L"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;4;1;"L";"M"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.13;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;10;21;"M";"L"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.18;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;26;21;"H";"M"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.16;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;42;38;"M";"H"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.16;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;26;41;"L";"L"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.08;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;8;27;"M";"H"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;27;17;"H";"L"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.18;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;25;19;"M";"H"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.06;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;7;1;"L";"M"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.26;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;13;16;"M";"L"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;7;43;"H";"M"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.2;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;30;24;"M";"M"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;2;37;"H";"H"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;14;12;"M";"L"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.14;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;23;27;"M";"H"
"Belts Danish Coastal waters";"Biota";"BAP";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;31;15;"L";"M"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.7;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;19;21;"L";"H"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.87;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;1;19;"H";"M"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.89;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;22;10;"M";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.69;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;1;42;"H";"M"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.68;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;18;22;"M";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.63;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;5;42;"H";"H"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.59;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;15;29;"H";"H"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.52;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;37;12;"H";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.62;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;34;1;"H";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";1.26;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;19;11;"M";"H"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.59;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;43;36;"M";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.44;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;17;15;"H";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";1.23;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;19;41;"L";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.12;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;3;36;"L";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.59;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;8;36;"L";"L"
"Belts Danish Coastal waters";"Biota";"CD";"HM";0.57;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;4;35;"H";"M"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";1.03;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;4;21;"M";"M"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.91;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;29;39;"H";"M"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.27;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;4;37;"H";"M"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.7;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;38;24;"L";"H"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";1.33;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;25;36;"M";"L"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.38;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;31;38;"M";"L"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";0.3;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;7;37;"M";"H"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.13;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;12;42;"H";"L"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.11;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;14;17;"L";"M"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.08;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;15;32;"L";"H"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.07;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;2;14;"L";"M"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;30;34;"M";"M"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.11;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;41;7;"L";"H"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.12;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;6;6;"L";"M"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.22;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;35;14;"H";"M"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.11;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;24;22;"L";"H"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.08;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;17;25;"M";"H"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.12;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;40;39;"L";"M"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.13;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;2;9;"M";"M"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.15;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;17;1;"H";"H"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.07;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;19;5;"H";"H"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.09;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;12;28;"H";"L"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.07;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;4;4;"L";"L"
"Belts Danish Coastal waters";"Biota";"FLU";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";8670.51238667587;289;17;9;"H";"M"
"Belts Danish Coastal waters";"Biota";"HBCD";"Org";0;"ug/kg ww whole fish";"+";"H";"L";"initial";"M";8670.51238667587;289;25;21;"L";"L"
"Belts Danish Coastal waters";"Biota";"HG";"HM";1.93;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;9;40;"H";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.98;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;17;14;"M";"L"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.91;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;37;35;"L";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.4;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;15;20;"L";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.53;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;13;2;"H";"H"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.75;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;19;39;"H";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";1.01;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;42;38;"M";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.84;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;36;36;"H";"H"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.87;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;30;26;"M";"L"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.74;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;9;37;"L";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.91;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;10;25;"H";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.68;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;39;21;"L";"L"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.54;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;20;23;"H";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.36;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;42;1;"M";"M"
"Belts Danish Coastal waters";"Biota";"HG";"HM";1.15;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;26;29;"L";"H"
"Belts Danish Coastal waters";"Biota";"HG";"HM";0.48;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";8670.51238667587;289;3;40;"M";"H"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.54;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;36;7;"H";"L"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.45;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;29;8;"H";"L"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.5;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;3;20;"M";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.33;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;31;8;"L";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.36;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;15;35;"M";"L"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.41;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;20;25;"H";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";1.02;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;17;26;"M";"H"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.46;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;28;10;"M";"H"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.4;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;13;1;"M";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.7;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;22;14;"M";"L"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.76;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;8;21;"L";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.67;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;16;32;"L";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.46;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;34;22;"M";"L"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.29;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;43;22;"H";"M"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.37;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;34;28;"L";"H"
"Belts Danish Coastal waters";"Biota";"PB";"HM";0.5;"ug/kg dw mussels";"+";"M";"L";"initial";"M";8670.51238667587;289;23;38;"H";"H"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";1.43;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;10;20;"L";"L"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";0.57;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;32;11;"M";"M"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";0.21;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;42;11;"L";"L"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";0.68;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;24;11;"L";"M"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";1.38;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;29;15;"L";"H"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";0.29;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;4;42;"M";"H"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";0.27;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;12;42;"H";"H"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";3.47;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;28;6;"L";"M"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";4.81;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;20;9;"L";"M"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";2.56;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;41;37;"M";"H"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";6.7;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;1;12;"L";"L"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";4.22;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;18;13;"M";"L"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";6.75;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;9;28;"H";"M"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";1.83;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;27;34;"M";"L"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";20.72;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;43;1;"M";"L"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";1.96;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;6;13;"H";"H"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";3.61;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;6;38;"H";"L"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";39.06;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;7;1;"L";"M"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.3;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;38;13;"L";"M"
"Belts Danish Coastal waters";"Sediment";"ANT";"Org";0.52;"ug/kg ww sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;39;24;"M";"L"
"Belts Danish Coastal waters";"Sediment";"CD";"HM";1.33;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;28;36;"L";"H"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";0.51;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;22;31;"H";"L"
"Belts Danish Coastal waters";"Sediment";"PB";"HM";0.41;"mg/kg sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;7;11;"M";"M"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";1.28;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;6;1;"H";"H"
"Belts Danish Coastal waters";"Sediment";"TBTIN";"Org";1.3;"ug/kg dw sediment";"+";"H";"L";"initial";"M";8670.51238667587;289;19;17;"L";"L"
"Bornholm Basin - open sea";"Sediment";"CD";"HM";4.412038187;"mg/kg sediment";"+";"H";"H";"Full";"H";38851.7634677;1295;78;153;"L";"L"
"Bornholm Basin - open sea";"Water";"CS-137";"Rad";1.72;"Bq/m3";"+";"M";"H";"Full";"H";38851.7634677;1295;177;85;"M";"L"
"Bornholm Basin - open sea";"Biota";"CS-137";"Rad";1.62;"Bq/kg ww";"+";"M";"H";"Full";"H";38851.7634677;1295;17;64;"L";"M"
"Bornholm Basin - open sea";"Biota";"CS-137";"Rad";1.23;"Bq/kg ww";"+";"M";"H";"Full";"H";38851.7634677;1295;4;19;"M";"L"
"Bornholm Basin - open sea";"Biota";"HBCDD";"Org";0.011154878;"ug/kg ww whole fish";"+";"H";"H";"Full";"H";38851.7634677;1295;3;177;"L";"M"
"Bornholm Basin - open sea";"Biota";"HG";"HM";1.806730588;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";38851.7634677;1295;39;42;"M";"L"
"Bornholm Basin - open sea";"Biota";"SCB6";"Org";0.313710115;"ug/kg ww fish muscle";"+";"L";"H";"Full";"H";38851.7634677;1295;168;93;"M";"L"
"Bornholm Basin - open sea";"Biota";"PB";"HM";1.251019066;"ug/kg ww fish liver - ug/kg dw mussels";"+";"M";"H";"Full";"H";38851.7634677;1295;43;167;"L";"M"
"Bornholm Basin - open sea";"Sediment";"PB";"HM";4.647190046;"mg/kg";"+";"M";"H";"Full";"H";38851.7634677;1295;151;148;"H";"H"
"Bornholm Basin - open sea";"Biota";"PFOS";"Org";0.122462484;"ug/g ww whole fish";"+";"H";"H";"Full";"H";38851.7634677;1295;150;178;"L";"H"
"Bornholm Basin - open sea";"Biota";"SBD6";"Org";129.3117312;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";38851.7634677;1295;22;132;"H";"L"
"Bornholm Basin - open sea";"Sediment";"CD";"HM";0.4;"mg/kg sediment";"+";"H";"L";"initial";"M";38851.7634677;1295;166;97;"M";"L"
"Bornholm Basin - open sea";"Water";"CD";"HM";0.42;"ug/l water";"+";"H";"L";"initial";"M";38851.7634677;1295;159;1;"M";"M"
"Bornholm Basin - open sea";"Water";"CD";"HM";0.5;"ug/l water";"+";"H";"L";"initial";"M";38851.7634677;1295;7;159;"M";"H"
"Bornholm Basin - open sea";"Water";"CD";"HM";0.5;"ug/l water";"+";"H";"L";"initial";"M";38851.7634677;1295;178;56;"L";"L"
"Bornholm Basin - open sea";"Sediment";"PB";"HM";0.47;"mg/kg sediment";"+";"H";"L";"initial";"M";38851.7634677;1295;146;1;"H";"H"
"Bornholm Basin - open sea";"Water";"PB";"HM";0.77;"ug/l water";"+";"H";"L";"initial";"M";38851.7634677;1295;80;168;"M";"M"
"Bornholm Basin - open sea";"Water";"PB";"HM";0.77;"ug/l water";"+";"H";"L";"initial";"M";38851.7634677;1295;15;90;"M";"H"
"Bornholm Basin - open sea";"Water";"PB";"HM";1.54;"ug/l water";"+";"H";"L";"initial";"M";38851.7634677;1295;7;90;"M";"L"
"Bornholm Basin - open sea";"Water";"PB";"HM";1.54;"ug/l water";"+";"H";"L";"initial";"M";38851.7634677;1295;173;190;"H";"M"
"Bornholm Basin Danish Coastal waters";"Water";"CS-137";"Rad";1.72;"Bq/m3";"+";"M";"H";"Full";"H";232.6214439056;8;0;1;"H";"H"
"Bornholm Basin Danish Coastal waters";"Biota";"CS-137";"Rad";1.62;"Bq/kg ww";"+";"M";"H";"Full";"H";232.6214439056;8;0;1;"H";"L"
"Bornholm Basin Danish Coastal waters";"Biota";"CS-137";"Rad";1.23;"Bq/kg ww";"+";"M";"H";"Full";"H";232.6214439056;8;0;1;"L";"L"
"Bornholm Basin German Coastal waters";"Sediment";"CD";"HM";4.130875518;"mg/kg sediment";"+";"H";"H";"Full";"H";726.0456772566;24;3;2;"M";"H"
"Bornholm Basin German Coastal waters";"Water";"CS-137";"Rad";1.72;"Bq/m3";"+";"M";"H";"Full";"H";726.0456772566;24;4;1;"M";"H"
"Bornholm Basin German Coastal waters";"Biota";"CS-137";"Rad";1.62;"Bq/kg ww";"+";"M";"H";"Full";"H";726.0456772566;24;1;2;"H";"L"
"Bornholm Basin German Coastal waters";"Biota";"CS-137";"Rad";1.23;"Bq/kg ww";"+";"M";"H";"Full";"H";726.0456772566;24;3;2;"L";"H"
"Bornholm Basin German Coastal waters";"Biota";"HG";"HM";9.138097491;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";726.0456772566;24;1;3;"H";"M"
"Bornholm Basin German Coastal waters";"Biota";"SCB6";"Org";0.496395652;"ug/kg ww fish muscle";"+";"L";"H";"Full";"H";726.0456772566;24;3;1;"H";"M"
"Bornholm Basin German Coastal waters";"Sediment";"PB";"HM";1.911698598;"mg/kg";"+";"M";"H";"Full";"H";726.0456772566;24;1;1;"M";"L"
"Bornholm Basin German Coastal waters";"Water";"CD";"HM";0.42;"ug/l water";"+";"H";"L";"initial";"M";726.0456772566;24;3;1;"M";"H"
"Bornholm Basin Polish Coastal waters";"Biota";"BAP";"Org";0.18;"ug/kg ww crustacean and molluscs";"+";"H";"H";"Full";"H";857.95333835749;29;1;2;"L";"L"
"Bornholm Basin Polish Coastal waters";"Biota";"CD";"HM";1.730917387;"ug/kg ww mussels";"+";"M";"H";"Full";"H";857.95333835749;29;1;1;"L";"M"
"Bornholm Basin Polish Coastal waters";"Water";"CS-137";"Rad";1.72;"Bq/m3";"+";"M";"H";"Full";"H";857.95333835749;29;3;1;"M";"M"
"Bornholm Basin Polish Coastal waters";"Biota";"CS-137";"Rad";1.62;"Bq/kg ww";"+";"M";"H";"Full";"H";857.95333835749;29;4;2;"M";"L"
"Bornholm Basin Polish Coastal waters";"Biota";"CS-137";"Rad";1.23;"Bq/kg ww";"+";"M";"H";"Full";"H";857.95333835749;29;0;1;"M";"M"
"Bornholm Basin Polish Coastal waters";"Biota";"FLU";"Org";0.04;"ug/kg ww crustacean and molluscs";"+";"H";"H";"Full";"H";857.95333835749;29;3;1;"H";"H"
"Bornholm Basin Polish Coastal waters";"Biota";"HG";"HM";8.417288564;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";857.95333835749;29;2;1;"L";"H"
"Bornholm Basin Polish Coastal waters";"Biota";"HG";"HM";0.926821609;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";857.95333835749;29;4;3;"L";"L"
